2010,17433.2
2009,15285.6
2008,14275.8
2007,12668.1
2006,10718.0
2005,9365.5
2004,8165.4
2003,6762.4
2002,5795.0
2001,5257.7
2000,4812.1
1999,4222.3
1998,3831.0
1997,3465.3
1996,2980.8
1995,2518.1
1994,1990.9
1993,1519.2
1992,1114.3
1991,893.8
1990,781.7
1989,696.5
1988,648.3
1987,545.5
1986,490.8
1985,466.8
1984,390.9
1983,351.8
1982,337.1
1981,324.8
1980,311.9
1979,286.4
1978,272.8
